IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
52.39.135.192,443,443,true,SEA,North America,Seattle,202,4.21
13.201.221.231,443,443,true,BOM,Asia Pacific,Mumbai,87,3.78
3.7.108.69,443,443,true,BOM,Asia Pacific,Mumbai,61,3.21
54.149.171.35,443,443,true,SEA,North America,Seattle,200,3.18
35.182.227.99,443,443,false,YUL,North America,Montréal,244,3.16
54.218.5.96,443,443,true,SEA,North America,Seattle,197,2.38
13.233.5.49,443,443,true,BOM,Asia Pacific,Mumbai,67,2.37
15.156.203.151,8443,443,true,DFW,North America,Dallas,246,2.00
13.58.224.64,443,443,true,ORD,North America,Chicago,232,1.92
3.101.110.90,80,443,true,SJC,North America,San Jose,183,1.90
43.206.192.211,443,443,true,NRT,Asia Pacific,Tokyo,82,1.37
18.189.143.245,443,443,true,ORD,North America,Chicago,219,1.21
50.112.33.254,443,443,true,PDX,North America,Portland,202,0.79
13.59.57.159,443,443,true,ORD,North America,Chicago,218,0.50
44.227.22.10,443,443,true,PDX,North America,Portland,204,0.37
18.190.217.96,443,443,true,ORD,North America,Chicago,215,0.27
15.223.51.146,2053,443,true,YUL,North America,Montréal,242,0.15
3.99.106.179,443,443,true,YUL,North America,Montréal,245,0.14
35.183.210.182,443,443,true,YUL,North America,Montréal,240,0.14
50.112.166.63,443,443,true,PDX,North America,Portland,200,0.12
44.226.147.29,443,443,true,SEA,North America,Seattle,203,0.12
18.189.94.250,443,443,true,CMH,North America,Columbus,219,0.11
99.79.127.171,80,443,true,YUL,North America,Montréal,244,0.07
13.49.166.245,443,443,true,ARN,Europe,Stockholm,189,0.02
13.235.79.32,8443,80,false,ORD,North America,Chicago,60,0.00
13.233.115.251,2096,80,false,ORD,North America,Chicago,61,0.00
13.233.115.251,2095,80,false,ORD,North America,Chicago,55,0.00
13.235.79.32,2086,80,false,ORD,North America,Chicago,60,0.00
13.233.28.21,2087,80,false,ORD,North America,Chicago,54,0.00
13.235.79.32,2053,80,false,ORD,North America,Chicago,61,0.00
13.235.79.32,443,80,false,ORD,North America,Chicago,61,0.00
13.233.115.251,80,80,false,ORD,North America,Chicago,56,0.00
13.201.77.134,2095,80,false,ORD,North America,Chicago,79,0.00
13.201.77.134,2096,80,false,ORD,North America,Chicago,66,0.00
13.233.115.251,8080,80,false,ORD,North America,Chicago,61,0.00
13.235.79.32,2082,80,false,ORD,North America,Chicago,56,0.00
13.233.115.251,2053,80,false,ORD,North America,Chicago,55,0.00
13.201.77.134,2052,80,false,ORD,North America,Chicago,80,0.00
13.233.28.21,2096,80,false,ORD,North America,Chicago,68,0.00
13.233.28.21,8880,80,false,ORD,North America,Chicago,58,0.00
13.233.115.251,2082,80,false,ORD,North America,Chicago,51,0.00
13.233.115.251,2087,80,false,ORD,North America,Chicago,57,0.00
13.235.79.32,2095,80,false,ORD,North America,Chicago,57,0.00
13.233.28.21,2052,80,false,ORD,North America,Chicago,61,0.00
13.233.28.21,443,80,false,ORD,North America,Chicago,65,0.00
13.233.28.21,8080,80,false,ORD,North America,Chicago,61,0.00
13.233.28.21,2082,80,false,ORD,North America,Chicago,65,0.00
13.48.47.246,443,443,true,AMS,Europe,Amsterdam,182,0.00
13.48.131.88,443,443,true,AMS,Europe,Amsterdam,187,0.00
13.233.28.21,2086,80,false,ORD,North America,Chicago,56,0.00
13.233.28.21,2083,80,false,ORD,North America,Chicago,60,0.00
13.235.79.32,80,80,false,ORD,North America,Chicago,61,0.00
13.233.28.21,2095,80,false,ORD,North America,Chicago,52,0.00
13.201.77.134,443,80,false,ORD,North America,Chicago,67,0.00
13.201.77.134,2083,80,false,ORD,North America,Chicago,62,0.00
65.2.83.160,8080,80,false,ORD,North America,Chicago,61,0.00
13.201.77.134,2087,80,false,ORD,North America,Chicago,62,0.00
13.201.77.134,2082,80,false,ORD,North America,Chicago,72,0.00
13.201.77.134,8080,80,false,ORD,North America,Chicago,62,0.00
13.201.77.134,2053,80,false,ORD,North America,Chicago,62,0.00
13.201.77.134,80,80,false,ORD,North America,Chicago,66,0.00
13.235.79.32,2087,80,false,ORD,North America,Chicago,61,0.00
13.235.79.32,2083,80,false,ORD,North America,Chicago,61,0.00
13.235.79.32,2052,80,false,ORD,North America,Chicago,55,0.00
13.235.79.32,8080,80,false,ORD,North America,Chicago,57,0.00
13.201.77.134,8880,80,false,ORD,North America,Chicago,60,0.00
18.171.218.72,2087,80,false,ORD,North America,Chicago,158,0.00
18.169.133.105,2086,80,false,ORD,North America,Chicago,152,0.00
18.169.133.105,8443,80,false,ORD,North America,Chicago,165,0.00
18.171.218.72,2052,80,false,ORD,North America,Chicago,159,0.00
18.169.133.105,8880,80,false,ORD,North America,Chicago,163,0.00
18.169.133.105,2082,80,false,ORD,North America,Chicago,167,0.00
35.179.75.202,2053,80,false,ORD,North America,Chicago,161,0.00
18.132.209.12,2082,80,false,ORD,North America,Chicago,153,0.00
3.10.93.50,80,80,false,ORD,North America,Chicago,167,0.00
18.171.218.72,2086,80,false,ORD,North America,Chicago,174,0.00
3.8.234.193,443,80,false,ORD,North America,Chicago,161,0.00
18.175.165.190,2053,80,false,ORD,North America,Chicago,172,0.00
3.8.234.193,8080,80,false,ORD,North America,Chicago,163,0.00
3.8.234.193,2086,80,false,ORD,North America,Chicago,167,0.00
3.11.79.61,2095,80,false,ORD,North America,Chicago,169,0.00
3.8.234.193,2087,80,false,ORD,North America,Chicago,167,0.00
18.175.165.190,80,80,false,ORD,North America,Chicago,159,0.00
18.175.165.190,2082,80,false,ORD,North America,Chicago,168,0.00
35.179.75.221,2082,80,false,ORD,North America,Chicago,161,0.00
18.175.165.190,2087,80,false,ORD,North America,Chicago,169,0.00
18.171.218.72,8443,80,false,ORD,North America,Chicago,156,0.00
35.179.75.202,8443,80,false,ORD,North America,Chicago,160,0.00
35.179.75.202,2083,80,false,ORD,North America,Chicago,167,0.00
18.169.133.105,8080,80,false,ORD,North America,Chicago,159,0.00
18.175.165.190,8080,80,false,ORD,North America,Chicago,159,0.00
18.171.218.72,443,80,false,ORD,North America,Chicago,160,0.00
13.40.163.47,443,80,false,ORD,North America,Chicago,160,0.00
3.8.234.193,80,80,false,ORD,North America,Chicago,167,0.00
18.132.209.12,8080,80,false,ORD,North America,Chicago,153,0.00
35.179.75.202,443,80,false,ORD,North America,Chicago,152,0.00
18.171.218.72,2083,80,false,ORD,North America,Chicago,152,0.00
35.179.75.221,8080,80,false,ORD,North America,Chicago,161,0.00
18.171.218.72,8880,80,false,ORD,North America,Chicago,160,0.00
35.179.75.202,8080,80,false,ORD,North America,Chicago,169,0.00
35.179.75.202,8880,80,false,ORD,North America,Chicago,159,0.00
3.8.234.193,2052,80,false,ORD,North America,Chicago,163,0.00
35.179.75.202,2087,80,false,ORD,North America,Chicago,164,0.00
18.171.218.72,8080,80,false,ORD,North America,Chicago,160,0.00
18.175.165.190,2052,80,false,ORD,North America,Chicago,158,0.00
3.8.234.193,8880,80,false,ORD,North America,Chicago,179,0.00
3.8.234.193,2082,80,false,ORD,North America,Chicago,175,0.00
18.169.133.105,2052,80,false,ORD,North America,Chicago,165,0.00
18.169.133.105,80,80,false,ORD,North America,Chicago,161,0.00
18.175.165.190,8880,80,false,ORD,North America,Chicago,152,0.00
18.171.218.72,2095,80,false,ORD,North America,Chicago,163,0.00
18.175.165.190,2095,80,false,ORD,North America,Chicago,174,0.00
3.8.234.193,2096,80,false,ORD,North America,Chicago,187,0.00
18.175.165.190,2083,80,false,ORD,North America,Chicago,159,0.00
18.169.133.105,2053,80,false,ORD,North America,Chicago,158,0.00
3.9.71.167,80,80,false,ORD,North America,Chicago,167,0.00
3.8.234.193,2053,80,false,ORD,North America,Chicago,178,0.00
35.179.75.221,80,80,false,ORD,North America,Chicago,172,0.00
18.169.133.105,2096,80,false,ORD,North America,Chicago,163,0.00
18.169.133.105,2095,80,false,ORD,North America,Chicago,158,0.00
18.175.165.190,2086,80,false,ORD,North America,Chicago,152,0.00
18.171.218.72,2082,80,false,ORD,North America,Chicago,152,0.00
18.175.165.190,443,80,false,ORD,North America,Chicago,152,0.00
13.40.163.47,8443,80,false,ORD,North America,Chicago,152,0.00
13.40.163.47,2052,80,false,ORD,North America,Chicago,159,0.00
13.40.163.47,2095,80,false,ORD,North America,Chicago,152,0.00
13.40.163.47,2086,80,false,ORD,North America,Chicago,159,0.00
35.167.225.145,2082,80,false,ORD,North America,Chicago,200,0.00
34.218.233.177,2086,80,false,ORD,North America,Chicago,199,0.00
34.210.73.42,2052,80,false,ORD,North America,Chicago,199,0.00
54.189.163.18,2087,80,false,ORD,North America,Chicago,202,0.00
35.91.193.27,8080,80,false,ORD,North America,Chicago,201,0.00
52.11.221.197,2052,80,false,ORD,North America,Chicago,202,0.00
35.92.242.217,2086,80,false,ORD,North America,Chicago,204,0.00
52.39.169.151,8080,80,false,ORD,North America,Chicago,200,0.00
35.93.189.165,80,80,false,ORD,North America,Chicago,203,0.00
52.39.201.69,8880,80,false,ORD,North America,Chicago,199,0.00
34.218.233.177,8443,80,false,ORD,North America,Chicago,202,0.00
34.218.233.177,2082,80,false,ORD,North America,Chicago,203,0.00
54.245.58.106,8880,80,false,ORD,North America,Chicago,199,0.00
54.245.58.106,2095,80,false,ORD,North America,Chicago,199,0.00
35.93.189.165,2082,80,false,ORD,North America,Chicago,201,0.00
52.25.64.223,2087,80,false,ORD,North America,Chicago,199,0.00
52.42.127.37,2087,80,false,ORD,North America,Chicago,199,0.00
54.202.30.249,2082,80,false,ORD,North America,Chicago,199,0.00
35.91.193.27,2096,80,false,ORD,North America,Chicago,202,0.00
35.88.241.242,2095,80,false,ORD,North America,Chicago,210,0.00
52.42.127.37,2095,80,false,ORD,North America,Chicago,199,0.00
34.210.73.42,8080,80,false,ORD,North America,Chicago,202,0.00
54.202.30.249,8443,80,false,ORD,North America,Chicago,197,0.00
54.203.7.73,8080,80,false,ORD,North America,Chicago,200,0.00
35.92.242.217,2083,80,false,ORD,North America,Chicago,206,0.00
54.203.7.73,80,80,false,ORD,North America,Chicago,201,0.00
54.203.7.73,8880,80,false,ORD,North America,Chicago,199,0.00
35.91.233.1,2053,80,false,ORD,North America,Chicago,201,0.00
35.91.5.109,2096,80,false,ORD,North America,Chicago,201,0.00
54.202.30.249,8880,80,false,ORD,North America,Chicago,201,0.00
34.218.233.177,2087,80,false,ORD,North America,Chicago,200,0.00
13.40.163.47,2096,80,false,ORD,North America,Chicago,161,0.00
54.202.30.249,80,80,false,ORD,North America,Chicago,199,0.00
35.88.241.242,2083,80,false,ORD,North America,Chicago,201,0.00
52.25.64.223,2096,80,false,ORD,North America,Chicago,202,0.00
35.91.233.1,2096,80,false,ORD,North America,Chicago,200,0.00
34.218.233.177,8080,80,false,ORD,North America,Chicago,198,0.00
54.203.7.73,2095,80,false,ORD,North America,Chicago,202,0.00
13.40.163.47,2082,80,false,ORD,North America,Chicago,170,0.00
54.203.7.73,8443,80,false,ORD,North America,Chicago,199,0.00
34.218.233.177,2095,80,false,ORD,North America,Chicago,206,0.00
35.95.36.1,2087,80,false,ORD,North America,Chicago,200,0.00
54.202.30.249,2095,80,false,ORD,North America,Chicago,196,0.00
34.210.73.42,2053,80,false,ORD,North America,Chicago,199,0.00
34.218.233.177,2053,80,false,ORD,North America,Chicago,198,0.00
54.203.7.73,443,80,false,ORD,North America,Chicago,200,0.00
13.40.163.47,8080,80,false,ORD,North America,Chicago,169,0.00
54.202.30.249,2096,80,false,ORD,North America,Chicago,199,0.00
34.218.233.177,8880,80,false,ORD,North America,Chicago,199,0.00
54.203.7.73,2083,80,false,ORD,North America,Chicago,199,0.00
52.11.221.197,8880,80,false,ORD,North America,Chicago,199,0.00
52.42.127.37,2082,80,false,ORD,North America,Chicago,196,0.00
34.218.233.177,2052,80,false,ORD,North America,Chicago,200,0.00
34.218.233.177,2083,80,false,ORD,North America,Chicago,204,0.00
13.40.163.47,2053,80,false,ORD,North America,Chicago,158,0.00
54.202.30.249,443,80,false,ORD,North America,Chicago,199,0.00
52.11.221.197,2082,80,false,ORD,North America,Chicago,200,0.00
34.218.233.177,80,80,false,ORD,North America,Chicago,208,0.00
54.189.163.18,80,80,false,ORD,North America,Chicago,200,0.00
52.11.221.197,443,80,false,ORD,North America,Chicago,197,0.00
52.11.221.197,2096,80,false,ORD,North America,Chicago,199,0.00
35.95.36.1,2096,80,false,ORD,North America,Chicago,200,0.00
34.210.73.42,2086,80,false,ORD,North America,Chicago,199,0.00
54.189.163.18,2086,80,false,ORD,North America,Chicago,215,0.00
54.189.163.18,2095,80,false,ORD,North America,Chicago,204,0.00
54.203.7.73,2082,80,false,ORD,North America,Chicago,201,0.00
54.202.30.249,8080,80,false,ORD,North America,Chicago,200,0.00
54.203.7.73,2052,80,false,ORD,North America,Chicago,200,0.00
34.210.73.42,2096,80,false,ORD,North America,Chicago,197,0.00
52.11.221.197,2087,80,false,ORD,North America,Chicago,199,0.00
54.202.30.249,2052,80,false,ORD,North America,Chicago,200,0.00
54.189.163.18,443,80,false,ORD,North America,Chicago,201,0.00
54.245.58.106,8080,80,false,ORD,North America,Chicago,197,0.00
54.203.7.73,2087,80,false,ORD,North America,Chicago,199,0.00
54.202.30.249,2083,80,false,ORD,North America,Chicago,201,0.00
34.210.73.42,2083,80,false,ORD,North America,Chicago,199,0.00
35.91.5.109,2052,80,false,ORD,North America,Chicago,200,0.00
54.245.58.106,2052,80,false,ORD,North America,Chicago,199,0.00
54.202.30.249,2053,80,false,ORD,North America,Chicago,199,0.00
54.203.7.73,2086,80,false,ORD,North America,Chicago,199,0.00
13.40.163.47,8880,80,false,ORD,North America,Chicago,165,0.00
34.210.73.42,80,80,false,ORD,North America,Chicago,199,0.00
34.215.90.63,2052,80,false,ORD,North America,Chicago,202,0.00
34.210.73.42,2095,80,false,ORD,North America,Chicago,199,0.00
13.40.163.47,2087,80,false,ORD,North America,Chicago,164,0.00
52.42.127.37,443,80,false,ORD,North America,Chicago,197,0.00
52.42.127.37,2096,80,false,ORD,North America,Chicago,201,0.00
52.42.127.37,2053,80,false,ORD,North America,Chicago,200,0.00
34.210.73.42,2082,80,false,ORD,North America,Chicago,199,0.00
34.210.73.42,443,80,false,ORD,North America,Chicago,201,0.00
52.42.127.37,8080,80,false,ORD,North America,Chicago,198,0.00
52.39.201.69,2087,80,false,ORD,North America,Chicago,201,0.00
52.39.201.69,2083,80,false,ORD,North America,Chicago,202,0.00
52.39.201.69,8080,80,false,ORD,North America,Chicago,199,0.00
52.39.201.69,2096,80,false,ORD,North America,Chicago,201,0.00
54.189.163.18,8880,80,false,ORD,North America,Chicago,200,0.00
52.42.127.37,8443,80,false,ORD,North America,Chicago,197,0.00
52.42.127.37,80,80,false,ORD,North America,Chicago,201,0.00
52.39.201.69,8443,80,false,ORD,North America,Chicago,200,0.00
52.39.201.69,2095,80,false,ORD,North America,Chicago,197,0.00
52.42.127.37,2052,80,false,ORD,North America,Chicago,199,0.00
54.189.163.18,8080,80,false,ORD,North America,Chicago,200,0.00
52.39.169.151,2052,80,false,ORD,North America,Chicago,202,0.00
52.11.221.197,8080,80,false,ORD,North America,Chicago,200,0.00
52.11.221.197,2083,80,false,ORD,North America,Chicago,204,0.00
52.42.127.37,2083,80,false,ORD,North America,Chicago,197,0.00
54.189.163.18,2052,80,false,ORD,North America,Chicago,200,0.00
52.39.169.151,2053,80,false,ORD,North America,Chicago,197,0.00
52.11.221.197,8443,80,false,ORD,North America,Chicago,200,0.00
54.189.163.18,2082,80,false,ORD,North America,Chicago,200,0.00
52.39.169.151,2082,80,false,ORD,North America,Chicago,202,0.00
52.11.221.197,80,80,false,ORD,North America,Chicago,201,0.00
52.39.169.151,2095,80,false,ORD,North America,Chicago,201,0.00
52.39.169.151,80,80,false,ORD,North America,Chicago,201,0.00
52.39.169.151,8443,80,false,ORD,North America,Chicago,199,0.00
52.11.221.197,2053,80,false,ORD,North America,Chicago,200,0.00
34.210.73.42,2087,80,false,ORD,North America,Chicago,197,0.00
52.39.169.151,2086,80,false,ORD,North America,Chicago,199,0.00
35.167.225.145,2096,80,false,ORD,North America,Chicago,199,0.00
54.189.163.18,2096,80,false,ORD,North America,Chicago,197,0.00
54.245.58.106,2083,80,false,ORD,North America,Chicago,200,0.00
34.215.90.63,8880,80,false,ORD,North America,Chicago,201,0.00
54.189.163.18,8443,80,false,ORD,North America,Chicago,212,0.00
